row,Games home manager,Wins home manager,Losses home manager,Games visiting manager,Wins visiting manager,Losses visiting manager
51514,,,,162.0,78.0,84.0
51515,162.0,71.0,91.0,31.0,15.0,16.0
51516,,,,162.0,94.0,68.0
51517,162.0,73.0,89.0,,,
51518,,,,,,
51519,,,,162.0,72.0,90.0
51520,162.0,76.0,86.0,162.0,94.0,68.0
51521,162.0,66.0,96.0,162.0,79.0,83.0
51522,,,,93.0,40.0,53.0
51523,162.0,84.0,78.0,,,
51524,162.0,85.0,77.0,162.0,78.0,84.0
51525,,,,,,
51526,163.0,90.0,73.0,162.0,90.0,72.0
51527,162.0,71.0,91.0,162.0,89.0,73.0
51528,162.0,94.0,68.0,162.0,71.0,91.0
51529,,,,31.0,15.0,16.0
51530,162.0,73.0,89.0,163.0,89.0,74.0
51531,162.0,96.0,66.0,,,
51532,,,,162.0,72.0,90.0
51533,,,,93.0,40.0,53.0
51534,162.0,76.0,86.0,,,
51535,162.0,66.0,96.0,162.0,79.0,83.0
51536,162.0,75.0,87.0,162.0,94.0,68.0
51537,,,,162.0,96.0,66.0
51538,162.0,84.0,78.0,,,
51539,162.0,85.0,77.0,162.0,78.0,84.0
51540,,,,,,
51541,163.0,90.0,73.0,162.0,90.0,72.0
51542,162.0,71.0,91.0,162.0,89.0,73.0
51543,162.0,94.0,68.0,162.0,71.0,91.0
51544,,,,31.0,15.0,16.0
51545,162.0,73.0,89.0,163.0,89.0,74.0
51546,162.0,96.0,66.0,,,
51547,,,,162.0,72.0,90.0
51548,,,,93.0,40.0,53.0
51549,162.0,76.0,86.0,,,
51550,162.0,66.0,96.0,162.0,79.0,83.0
51551,162.0,75.0,87.0,162.0,94.0,68.0
51552,,,,162.0,96.0,66.0
51553,162.0,84.0,78.0,,,
51554,162.0,85.0,77.0,162.0,78.0,84.0
51555,,,,,,
51556,163.0,90.0,73.0,162.0,90.0,72.0
51557,162.0,71.0,91.0,162.0,89.0,73.0
51558,162.0,94.0,68.0,162.0,71.0,91.0
51559,,,,31.0,15.0,16.0
51560,162.0,73.0,89.0,163.0,89.0,74.0
51561,162.0,96.0,66.0,,,
51562,,,,162.0,72.0,90.0
51563,,,,93.0,40.0,53.0
51564,162.0,76.0,86.0,,,
51565,162.0,66.0,96.0,162.0,79.0,83.0
51566,162.0,75.0,87.0,162.0,94.0,68.0
51567,,,,162.0,96.0,66.0
51568,,,,162.0,71.0,91.0
51569,,,,162.0,85.0,77.0
51570,162.0,89.0,73.0,162.0,84.0,78.0
51571,162.0,78.0,84.0,162.0,90.0,72.0
51572,93.0,40.0,53.0,162.0,66.0,96.0
51573,162.0,96.0,66.0,162.0,96.0,66.0
51574,162.0,88.0,74.0,,,
51575,,,,162.0,94.0,68.0
51576,162.0,75.0,87.0,162.0,76.0,86.0
51577,31.0,15.0,16.0,,,
51578,162.0,94.0,68.0,163.0,89.0,74.0
51579,,,,,,
51580,,,,162.0,85.0,77.0
51581,162.0,89.0,73.0,162.0,84.0,78.0
51582,162.0,71.0,91.0,163.0,90.0,73.0
51583,162.0,78.0,84.0,162.0,90.0,72.0
51584,162.0,73.0,89.0,162.0,71.0,91.0
51585,93.0,40.0,53.0,162.0,66.0,96.0
51586,93.0,40.0,53.0,162.0,66.0,96.0
51587,162.0,96.0,66.0,162.0,96.0,66.0
51588,162.0,88.0,74.0,,,
51589,162.0,79.0,83.0,162.0,72.0,90.0
51590,,,,162.0,94.0,68.0
51591,162.0,75.0,87.0,162.0,76.0,86.0
51592,,,,,,
51593,31.0,15.0,16.0,,,
51594,162.0,94.0,68.0,163.0,89.0,74.0
51595,,,,,,
51596,,,,162.0,85.0,77.0
51597,162.0,89.0,73.0,162.0,84.0,78.0
51598,162.0,71.0,91.0,163.0,90.0,73.0
51599,162.0,78.0,84.0,162.0,90.0,72.0
51600,162.0,73.0,89.0,162.0,71.0,91.0
51601,93.0,40.0,53.0,162.0,66.0,96.0
51602,162.0,96.0,66.0,162.0,96.0,66.0
51603,162.0,88.0,74.0,,,
51604,162.0,79.0,83.0,162.0,72.0,90.0
51605,,,,162.0,94.0,68.0
51606,162.0,75.0,87.0,162.0,76.0,86.0
51607,,,,,,
51608,31.0,15.0,16.0,,,
51609,162.0,94.0,68.0,163.0,89.0,74.0
51610,,,,,,
51611,,,,162.0,85.0,77.0
51612,162.0,71.0,91.0,163.0,90.0,73.0
51613,162.0,78.0,84.0,162.0,90.0,72.0
51614,162.0,96.0,66.0,162.0,96.0,66.0
51615,162.0,88.0,74.0,162.0,66.0,96.0
51616,162.0,79.0,83.0,162.0,72.0,90.0
51617,,,,162.0,94.0,68.0
51618,,,,,,
51619,162.0,90.0,72.0,163.0,90.0,73.0
51620,31.0,15.0,16.0,162.0,84.0,78.0
51621,,,,162.0,85.0,77.0
51622,,,,162.0,71.0,91.0
51623,162.0,89.0,73.0,162.0,73.0,89.0
51624,163.0,89.0,74.0,,,
51625,162.0,78.0,84.0,,,
51626,162.0,94.0,68.0,162.0,75.0,87.0
51627,93.0,40.0,53.0,,,
51628,162.0,96.0,66.0,,,
51629,162.0,72.0,90.0,162.0,96.0,66.0
51630,162.0,88.0,74.0,162.0,66.0,96.0
51631,162.0,79.0,83.0,,,
51632,,,,162.0,76.0,86.0
51633,162.0,90.0,72.0,163.0,90.0,73.0
51634,31.0,15.0,16.0,162.0,84.0,78.0
51635,,,,162.0,85.0,77.0
51636,,,,162.0,71.0,91.0
51637,162.0,89.0,73.0,162.0,73.0,89.0
51638,163.0,89.0,74.0,,,
51639,162.0,71.0,91.0,162.0,94.0,68.0
51640,162.0,78.0,84.0,,,
51641,162.0,94.0,68.0,162.0,75.0,87.0
51642,93.0,40.0,53.0,,,
51643,162.0,72.0,90.0,162.0,96.0,66.0
51644,162.0,88.0,74.0,162.0,66.0,96.0
51645,162.0,79.0,83.0,,,
51646,,,,162.0,76.0,86.0
51647,162.0,90.0,72.0,163.0,90.0,73.0
51648,31.0,15.0,16.0,162.0,84.0,78.0
51649,,,,162.0,85.0,77.0
51650,,,,162.0,71.0,91.0
51651,162.0,89.0,73.0,162.0,73.0,89.0
51652,163.0,89.0,74.0,,,
51653,162.0,71.0,91.0,162.0,94.0,68.0
51654,162.0,78.0,84.0,,,
51655,162.0,94.0,68.0,162.0,75.0,87.0
51656,93.0,40.0,53.0,,,
51657,162.0,96.0,66.0,,,
51658,162.0,96.0,66.0,,,
51659,162.0,72.0,90.0,162.0,96.0,66.0
51660,162.0,88.0,74.0,162.0,66.0,96.0
51661,162.0,79.0,83.0,,,
51662,,,,162.0,76.0,86.0
51663,162.0,72.0,90.0,162.0,88.0,74.0
51664,162.0,72.0,90.0,162.0,79.0,83.0
51665,162.0,92.0,70.0,162.0,72.0,90.0
51666,162.0,82.0,80.0,162.0,74.0,88.0
51667,162.0,74.0,88.0,93.0,55.0,38.0
51668,161.0,84.0,77.0,161.0,59.0,102.0
51669,161.0,86.0,75.0,161.0,97.0,64.0
51670,162.0,63.0,99.0,162.0,84.0,78.0
51671,162.0,86.0,76.0,162.0,67.0,95.0
51672,162.0,100.0,62.0,161.0,75.0,86.0
51673,161.0,68.0,93.0,162.0,89.0,73.0
51674,163.0,88.0,75.0,,,
51675,162.0,79.0,83.0,162.0,81.0,81.0
51676,88.0,51.0,37.0,162.0,74.0,88.0
51677,162.0,82.0,80.0,162.0,74.0,88.0
51678,161.0,84.0,77.0,161.0,59.0,102.0
51679,161.0,86.0,75.0,161.0,97.0,64.0
51680,162.0,92.0,70.0,162.0,72.0,90.0
51681,162.0,63.0,99.0,162.0,84.0,78.0
51682,162.0,72.0,90.0,,,
51683,162.0,86.0,76.0,162.0,67.0,95.0
51684,162.0,100.0,62.0,161.0,75.0,86.0
51685,162.0,95.0,67.0,162.0,97.0,65.0
51686,163.0,89.0,74.0,162.0,75.0,87.0
51687,163.0,88.0,75.0,,,
51688,88.0,51.0,37.0,162.0,74.0,88.0
51689,162.0,82.0,80.0,162.0,74.0,88.0
51690,162.0,74.0,88.0,93.0,55.0,38.0
51691,161.0,84.0,77.0,161.0,59.0,102.0
51692,161.0,86.0,75.0,161.0,97.0,64.0
51693,162.0,92.0,70.0,162.0,72.0,90.0
51694,162.0,63.0,99.0,162.0,84.0,78.0
51695,162.0,72.0,90.0,,,
51696,162.0,86.0,76.0,162.0,67.0,95.0
51697,162.0,100.0,62.0,161.0,75.0,86.0
51698,161.0,68.0,93.0,162.0,89.0,73.0
51699,162.0,95.0,67.0,162.0,97.0,65.0
51700,163.0,89.0,74.0,162.0,75.0,87.0
51701,163.0,88.0,75.0,,,
51702,162.0,79.0,83.0,162.0,81.0,81.0
51703,88.0,51.0,37.0,162.0,74.0,88.0
51704,162.0,74.0,88.0,93.0,55.0,38.0
51705,162.0,63.0,99.0,162.0,84.0,78.0
51706,162.0,72.0,90.0,,,
51707,162.0,86.0,76.0,162.0,67.0,95.0
51708,161.0,68.0,93.0,162.0,89.0,73.0
51709,162.0,95.0,67.0,162.0,97.0,65.0
51710,163.0,89.0,74.0,162.0,75.0,87.0
51711,163.0,88.0,75.0,,,
51712,162.0,79.0,83.0,162.0,81.0,81.0
51713,88.0,51.0,37.0,162.0,74.0,88.0
51714,162.0,82.0,80.0,162.0,84.0,78.0
51715,162.0,72.0,90.0,161.0,59.0,102.0
51716,162.0,74.0,88.0,162.0,92.0,70.0
51717,161.0,84.0,77.0,93.0,55.0,38.0
51718,,,,161.0,97.0,64.0
51719,162.0,63.0,99.0,162.0,72.0,90.0
51720,162.0,86.0,76.0,161.0,86.0,75.0
51721,162.0,100.0,62.0,162.0,95.0,67.0
51722,161.0,68.0,93.0,162.0,97.0,65.0
51723,163.0,89.0,74.0,163.0,88.0,75.0
51724,162.0,81.0,81.0,88.0,51.0,37.0
51725,162.0,74.0,88.0,162.0,79.0,83.0
51726,162.0,75.0,87.0,162.0,89.0,73.0
51727,161.0,75.0,86.0,,,
51728,162.0,82.0,80.0,162.0,84.0,78.0
51729,162.0,72.0,90.0,161.0,59.0,102.0
51730,162.0,74.0,88.0,162.0,67.0,95.0
51731,162.0,74.0,88.0,162.0,92.0,70.0
51732,161.0,84.0,77.0,93.0,55.0,38.0
51733,,,,161.0,97.0,64.0
51734,162.0,63.0,99.0,162.0,72.0,90.0
51735,162.0,86.0,76.0,161.0,86.0,75.0
51736,162.0,100.0,62.0,162.0,95.0,67.0
51737,161.0,68.0,93.0,162.0,97.0,65.0
51738,163.0,89.0,74.0,163.0,88.0,75.0
51739,162.0,81.0,81.0,88.0,51.0,37.0
51740,162.0,74.0,88.0,162.0,79.0,83.0
51741,162.0,75.0,87.0,162.0,89.0,73.0
51742,161.0,75.0,86.0,,,
51743,162.0,82.0,80.0,162.0,84.0,78.0
51744,162.0,72.0,90.0,161.0,59.0,102.0
51745,162.0,74.0,88.0,162.0,67.0,95.0
51746,162.0,74.0,88.0,162.0,92.0,70.0
51747,161.0,84.0,77.0,93.0,55.0,38.0
51748,,,,161.0,97.0,64.0
51749,162.0,63.0,99.0,162.0,72.0,90.0
51750,162.0,86.0,76.0,161.0,86.0,75.0
51751,162.0,100.0,62.0,162.0,95.0,67.0
51752,161.0,68.0,93.0,162.0,97.0,65.0
51753,163.0,89.0,74.0,163.0,88.0,75.0
51754,162.0,81.0,81.0,88.0,51.0,37.0
51755,162.0,74.0,88.0,162.0,79.0,83.0
51756,162.0,75.0,87.0,162.0,89.0,73.0
51757,161.0,75.0,86.0,,,
51758,162.0,82.0,80.0,162.0,86.0,76.0
51759,161.0,97.0,64.0,162.0,74.0,88.0
51760,162.0,84.0,78.0,162.0,72.0,90.0
51761,,,,162.0,74.0,88.0
51762,93.0,55.0,38.0,162.0,63.0,99.0
51763,162.0,67.0,95.0,161.0,86.0,75.0
51764,161.0,59.0,102.0,162.0,92.0,70.0
51765,162.0,74.0,88.0,163.0,89.0,74.0
51766,162.0,75.0,87.0,162.0,81.0,81.0
51767,163.0,88.0,75.0,88.0,51.0,37.0
51768,161.0,75.0,86.0,162.0,95.0,67.0
51769,162.0,97.0,65.0,162.0,89.0,73.0
51770,162.0,79.0,83.0,161.0,68.0,93.0
51771,162.0,82.0,80.0,162.0,86.0,76.0
51772,162.0,72.0,90.0,161.0,84.0,77.0
51773,,,,162.0,74.0,88.0
51774,162.0,75.0,87.0,162.0,81.0,81.0
51775,163.0,88.0,75.0,88.0,51.0,37.0
51776,161.0,75.0,86.0,162.0,95.0,67.0
51777,,,,162.0,100.0,62.0
51778,162.0,97.0,65.0,162.0,89.0,73.0
51779,162.0,79.0,83.0,161.0,68.0,93.0
51780,162.0,82.0,80.0,162.0,86.0,76.0
51781,162.0,72.0,90.0,161.0,84.0,77.0
51782,161.0,97.0,64.0,162.0,74.0,88.0
51783,162.0,84.0,78.0,162.0,72.0,90.0
51784,,,,162.0,74.0,88.0
51785,93.0,55.0,38.0,162.0,63.0,99.0
51786,162.0,67.0,95.0,161.0,86.0,75.0
51787,162.0,74.0,88.0,163.0,89.0,74.0
51788,162.0,75.0,87.0,162.0,81.0,81.0
51789,163.0,88.0,75.0,88.0,51.0,37.0
51790,161.0,75.0,86.0,162.0,95.0,67.0
51791,,,,162.0,100.0,62.0
51792,162.0,97.0,65.0,162.0,89.0,73.0
51793,162.0,79.0,83.0,161.0,68.0,93.0
51794,162.0,72.0,90.0,161.0,84.0,77.0
51795,161.0,97.0,64.0,162.0,86.0,76.0
51796,162.0,84.0,78.0,162.0,72.0,90.0
51797,93.0,55.0,38.0,162.0,63.0,99.0
51798,162.0,67.0,95.0,161.0,86.0,75.0
51799,161.0,59.0,102.0,162.0,92.0,70.0
51800,163.0,88.0,75.0,88.0,51.0,37.0
51801,162.0,89.0,73.0,162.0,81.0,81.0
51802,,,,162.0,100.0,62.0
51803,162.0,97.0,65.0,163.0,89.0,74.0
51804,161.0,97.0,64.0,162.0,86.0,76.0
51805,161.0,86.0,75.0,162.0,74.0,88.0
51806,162.0,84.0,78.0,162.0,74.0,88.0
51807,93.0,55.0,38.0,,,
51808,162.0,92.0,70.0,162.0,63.0,99.0
51809,162.0,67.0,95.0,162.0,72.0,90.0
51810,162.0,72.0,90.0,162.0,82.0,80.0
51811,161.0,59.0,102.0,161.0,84.0,77.0
51812,162.0,95.0,67.0,161.0,68.0,93.0
51813,163.0,88.0,75.0,162.0,100.0,62.0
51814,162.0,89.0,73.0,162.0,81.0,81.0
51815,,,,162.0,74.0,88.0
51816,162.0,97.0,65.0,163.0,89.0,74.0
51817,162.0,79.0,83.0,162.0,75.0,87.0
51818,88.0,51.0,37.0,161.0,75.0,86.0
51819,161.0,97.0,64.0,162.0,86.0,76.0
51820,161.0,86.0,75.0,162.0,74.0,88.0
51821,162.0,84.0,78.0,162.0,74.0,88.0
51822,93.0,55.0,38.0,,,
51823,162.0,92.0,70.0,162.0,63.0,99.0
51824,162.0,67.0,95.0,162.0,72.0,90.0
51825,162.0,72.0,90.0,162.0,82.0,80.0
51826,161.0,59.0,102.0,161.0,84.0,77.0
51827,162.0,95.0,67.0,161.0,68.0,93.0
51828,163.0,88.0,75.0,162.0,100.0,62.0
51829,,,,162.0,74.0,88.0
51830,162.0,97.0,65.0,163.0,89.0,74.0
51831,162.0,79.0,83.0,162.0,75.0,87.0
51832,88.0,51.0,37.0,161.0,75.0,86.0
51833,161.0,86.0,75.0,162.0,74.0,88.0
51834,162.0,84.0,78.0,162.0,74.0,88.0
51835,93.0,55.0,38.0,,,
51836,162.0,92.0,70.0,162.0,63.0,99.0
51837,162.0,67.0,95.0,162.0,72.0,90.0
51838,162.0,72.0,90.0,162.0,82.0,80.0
51839,161.0,59.0,102.0,161.0,84.0,77.0
51840,162.0,95.0,67.0,161.0,68.0,93.0
51841,163.0,88.0,75.0,162.0,100.0,62.0
51842,162.0,89.0,73.0,162.0,81.0,81.0
51843,,,,162.0,74.0,88.0
51844,162.0,97.0,65.0,163.0,89.0,74.0
51845,162.0,79.0,83.0,162.0,75.0,87.0
51846,88.0,51.0,37.0,161.0,75.0,86.0
51847,162.0,82.0,80.0,162.0,74.0,88.0
51848,161.0,86.0,75.0,162.0,74.0,88.0
51849,162.0,67.0,95.0,161.0,84.0,77.0
51850,161.0,59.0,102.0,162.0,72.0,90.0
51851,162.0,95.0,67.0,161.0,68.0,93.0
51852,162.0,82.0,80.0,162.0,74.0,88.0
51853,161.0,97.0,64.0,162.0,74.0,88.0
51854,161.0,86.0,75.0,162.0,84.0,78.0
51855,162.0,92.0,70.0,,,
51856,162.0,67.0,95.0,161.0,84.0,77.0
51857,162.0,72.0,90.0,162.0,63.0,99.0
51858,162.0,86.0,76.0,93.0,55.0,38.0
51859,161.0,59.0,102.0,162.0,72.0,90.0
51860,162.0,100.0,62.0,162.0,74.0,88.0
51861,161.0,68.0,93.0,163.0,89.0,74.0
51862,162.0,81.0,81.0,162.0,75.0,87.0
51863,162.0,89.0,73.0,161.0,75.0,86.0
51864,,,,162.0,97.0,65.0
51865,162.0,82.0,80.0,162.0,74.0,88.0
51866,161.0,97.0,64.0,162.0,74.0,88.0
51867,161.0,86.0,75.0,162.0,84.0,78.0
51868,162.0,92.0,70.0,,,
51869,162.0,67.0,95.0,161.0,84.0,77.0
51870,162.0,72.0,90.0,162.0,63.0,99.0
51871,162.0,86.0,76.0,93.0,55.0,38.0
51872,161.0,59.0,102.0,162.0,72.0,90.0
51873,162.0,100.0,62.0,162.0,74.0,88.0
51874,161.0,68.0,93.0,163.0,89.0,74.0
51875,162.0,95.0,67.0,163.0,88.0,75.0
51876,162.0,95.0,67.0,163.0,88.0,75.0
51877,162.0,81.0,81.0,162.0,75.0,87.0
51878,162.0,89.0,73.0,161.0,75.0,86.0
51879,,,,162.0,97.0,65.0
51880,88.0,51.0,37.0,162.0,79.0,83.0
51881,161.0,97.0,64.0,162.0,74.0,88.0
51882,161.0,86.0,75.0,162.0,84.0,78.0
51883,162.0,92.0,70.0,,,
51884,162.0,86.0,76.0,93.0,55.0,38.0
51885,162.0,100.0,62.0,162.0,74.0,88.0
51886,161.0,68.0,93.0,163.0,89.0,74.0
51887,162.0,81.0,81.0,162.0,75.0,87.0
51888,,,,162.0,97.0,65.0
51889,88.0,51.0,37.0,162.0,79.0,83.0
51890,162.0,82.0,80.0,162.0,72.0,90.0
51891,162.0,74.0,88.0,162.0,72.0,90.0
51892,162.0,74.0,88.0,162.0,84.0,78.0
51893,161.0,84.0,77.0,162.0,92.0,70.0
51894,161.0,86.0,75.0,,,
51895,93.0,55.0,38.0,161.0,59.0,102.0
51896,162.0,63.0,99.0,162.0,67.0,95.0
51897,162.0,86.0,76.0,161.0,97.0,64.0
51898,162.0,100.0,62.0,,,
51899,161.0,68.0,93.0,162.0,79.0,83.0
51900,162.0,95.0,67.0,162.0,89.0,73.0
51901,163.0,89.0,74.0,88.0,51.0,37.0
51902,162.0,81.0,81.0,163.0,88.0,75.0
51903,162.0,75.0,87.0,162.0,74.0,88.0
51904,161.0,75.0,86.0,162.0,97.0,65.0
51905,162.0,82.0,80.0,162.0,72.0,90.0
51906,162.0,74.0,88.0,162.0,72.0,90.0
51907,162.0,74.0,88.0,162.0,84.0,78.0
51908,161.0,84.0,77.0,162.0,92.0,70.0
51909,161.0,86.0,75.0,,,
51910,93.0,55.0,38.0,161.0,59.0,102.0
51911,162.0,63.0,99.0,162.0,67.0,95.0
51912,162.0,86.0,76.0,161.0,97.0,64.0
51913,162.0,100.0,62.0,,,
51914,161.0,68.0,93.0,162.0,79.0,83.0
51915,162.0,95.0,67.0,162.0,89.0,73.0
51916,163.0,89.0,74.0,88.0,51.0,37.0
51917,162.0,81.0,81.0,163.0,88.0,75.0
51918,162.0,75.0,87.0,162.0,74.0,88.0
51919,161.0,75.0,86.0,162.0,97.0,65.0
51920,162.0,82.0,80.0,162.0,72.0,90.0
51921,162.0,74.0,88.0,162.0,72.0,90.0
51922,162.0,74.0,88.0,162.0,84.0,78.0
51923,161.0,84.0,77.0,162.0,92.0,70.0
51924,161.0,86.0,75.0,,,
51925,93.0,55.0,38.0,161.0,59.0,102.0
51926,162.0,63.0,99.0,162.0,67.0,95.0
51927,162.0,86.0,76.0,161.0,97.0,64.0
51928,162.0,100.0,62.0,,,
51929,161.0,68.0,93.0,162.0,79.0,83.0
51930,162.0,95.0,67.0,162.0,89.0,73.0
51931,163.0,89.0,74.0,88.0,51.0,37.0
51932,162.0,81.0,81.0,163.0,88.0,75.0
51933,162.0,75.0,87.0,162.0,74.0,88.0
51934,161.0,75.0,86.0,162.0,97.0,65.0
51935,162.0,82.0,80.0,161.0,97.0,64.0
51936,162.0,72.0,90.0,162.0,86.0,76.0
51937,162.0,74.0,88.0,161.0,86.0,75.0
51938,162.0,74.0,88.0,162.0,63.0,99.0
51939,,,,162.0,67.0,95.0
51940,93.0,55.0,38.0,161.0,84.0,77.0
51941,162.0,92.0,70.0,161.0,59.0,102.0
51942,162.0,72.0,90.0,162.0,84.0,78.0
51943,161.0,68.0,93.0,162.0,79.0,83.0
51944,162.0,81.0,81.0,162.0,95.0,67.0
51945,162.0,74.0,88.0,162.0,89.0,73.0
51946,162.0,75.0,87.0,88.0,51.0,37.0
51947,163.0,88.0,75.0,162.0,97.0,65.0
51948,162.0,82.0,80.0,161.0,97.0,64.0
51949,162.0,72.0,90.0,162.0,86.0,76.0
51950,162.0,74.0,88.0,161.0,86.0,75.0
51951,162.0,74.0,88.0,162.0,63.0,99.0
51952,,,,162.0,67.0,95.0
51953,93.0,55.0,38.0,161.0,84.0,77.0
51954,162.0,92.0,70.0,161.0,59.0,102.0
51955,162.0,72.0,90.0,162.0,84.0,78.0
51956,161.0,68.0,93.0,162.0,100.0,62.0
51957,163.0,89.0,74.0,,,
51958,163.0,89.0,74.0,,,
51959,162.0,81.0,81.0,162.0,95.0,67.0
51960,162.0,74.0,88.0,162.0,89.0,73.0
51961,162.0,75.0,87.0,88.0,51.0,37.0
51962,163.0,88.0,75.0,162.0,97.0,65.0
51963,162.0,79.0,83.0,161.0,75.0,86.0
51964,162.0,82.0,80.0,161.0,97.0,64.0
51965,162.0,72.0,90.0,162.0,86.0,76.0
51966,162.0,74.0,88.0,161.0,86.0,75.0
51967,162.0,74.0,88.0,162.0,63.0,99.0
51968,,,,162.0,67.0,95.0
51969,93.0,55.0,38.0,161.0,84.0,77.0
51970,162.0,92.0,70.0,161.0,59.0,102.0
51971,162.0,72.0,90.0,162.0,84.0,78.0
51972,161.0,68.0,93.0,162.0,100.0,62.0
51973,163.0,89.0,74.0,,,
51974,162.0,81.0,81.0,162.0,95.0,67.0
51975,162.0,74.0,88.0,162.0,89.0,73.0
51976,162.0,75.0,87.0,88.0,51.0,37.0
51977,163.0,88.0,75.0,162.0,97.0,65.0
51978,161.0,97.0,64.0,161.0,84.0,77.0
51979,162.0,84.0,78.0,162.0,63.0,99.0
51980,,,,162.0,82.0,80.0
51981,161.0,59.0,102.0,162.0,86.0,76.0
51982,162.0,75.0,87.0,88.0,51.0,37.0
51983,162.0,89.0,73.0,162.0,100.0,62.0
51984,162.0,97.0,65.0,162.0,95.0,67.0
51985,162.0,79.0,83.0,161.0,75.0,86.0
51986,162.0,72.0,90.0,161.0,86.0,75.0
51987,161.0,97.0,64.0,161.0,84.0,77.0
51988,162.0,84.0,78.0,162.0,63.0,99.0
51989,,,,162.0,82.0,80.0
51990,162.0,92.0,70.0,93.0,55.0,38.0
51991,162.0,67.0,95.0,162.0,74.0,88.0
51992,162.0,72.0,90.0,162.0,74.0,88.0
51993,161.0,59.0,102.0,162.0,86.0,76.0
51994,162.0,74.0,88.0,162.0,81.0,81.0
51995,163.0,88.0,75.0,162.0,75.0,87.0
51996,162.0,89.0,73.0,162.0,100.0,62.0
51997,,,,161.0,75.0,86.0
51998,162.0,97.0,65.0,162.0,95.0,67.0
51999,162.0,79.0,83.0,163.0,89.0,74.0
52000,88.0,51.0,37.0,161.0,68.0,93.0
52001,162.0,72.0,90.0,161.0,86.0,75.0
52002,161.0,97.0,64.0,161.0,84.0,77.0
52003,162.0,84.0,78.0,162.0,63.0,99.0
52004,,,,162.0,82.0,80.0
52005,162.0,92.0,70.0,93.0,55.0,38.0
52006,162.0,67.0,95.0,162.0,74.0,88.0
52007,162.0,72.0,90.0,162.0,74.0,88.0
52008,161.0,59.0,102.0,162.0,86.0,76.0
52009,162.0,74.0,88.0,162.0,81.0,81.0
52010,163.0,88.0,75.0,162.0,75.0,87.0
52011,162.0,89.0,73.0,162.0,100.0,62.0
52012,,,,161.0,75.0,86.0
52013,162.0,97.0,65.0,162.0,95.0,67.0
52014,162.0,79.0,83.0,163.0,89.0,74.0
52015,88.0,51.0,37.0,161.0,68.0,93.0
52016,162.0,72.0,90.0,161.0,86.0,75.0
52017,161.0,97.0,64.0,161.0,84.0,77.0
52018,162.0,84.0,78.0,162.0,63.0,99.0
52019,,,,162.0,82.0,80.0
52020,162.0,67.0,95.0,162.0,74.0,88.0
52021,162.0,72.0,90.0,162.0,74.0,88.0
52022,162.0,74.0,88.0,162.0,81.0,81.0
52023,163.0,88.0,75.0,162.0,75.0,87.0
52024,,,,161.0,75.0,86.0
52025,162.0,97.0,65.0,162.0,95.0,67.0
52026,162.0,79.0,83.0,163.0,89.0,74.0
52027,88.0,51.0,37.0,161.0,68.0,93.0
52028,162.0,72.0,90.0,93.0,55.0,38.0
52029,161.0,97.0,64.0,162.0,72.0,90.0
52030,161.0,84.0,77.0,162.0,74.0,88.0
52031,162.0,84.0,78.0,162.0,82.0,80.0
52032,162.0,67.0,95.0,,,
52033,162.0,63.0,99.0,162.0,74.0,88.0
52034,162.0,86.0,76.0,162.0,92.0,70.0
52035,161.0,59.0,102.0,161.0,86.0,75.0
52036,162.0,74.0,88.0,163.0,88.0,75.0
52037,162.0,75.0,87.0,163.0,89.0,74.0
52038,162.0,89.0,73.0,162.0,95.0,67.0
52039,161.0,75.0,86.0,162.0,100.0,62.0
52040,,,,162.0,79.0,83.0
52041,162.0,97.0,65.0,161.0,68.0,93.0
52042,88.0,51.0,37.0,162.0,81.0,81.0
52043,162.0,72.0,90.0,93.0,55.0,38.0
52044,161.0,97.0,64.0,162.0,72.0,90.0
52045,161.0,84.0,77.0,162.0,74.0,88.0
52046,162.0,84.0,78.0,162.0,82.0,80.0
52047,162.0,67.0,95.0,,,
52048,162.0,63.0,99.0,162.0,74.0,88.0
52049,162.0,86.0,76.0,162.0,92.0,70.0
52050,162.0,74.0,88.0,163.0,88.0,75.0
52051,162.0,75.0,87.0,163.0,89.0,74.0
52052,162.0,89.0,73.0,162.0,95.0,67.0
52053,161.0,75.0,86.0,162.0,100.0,62.0
52054,,,,162.0,79.0,83.0
52055,162.0,97.0,65.0,161.0,68.0,93.0
52056,88.0,51.0,37.0,162.0,81.0,81.0
52057,162.0,74.0,88.0,,,
52058,162.0,74.0,88.0,162.0,72.0,90.0
52059,161.0,84.0,77.0,162.0,72.0,90.0
52060,161.0,86.0,75.0,161.0,97.0,64.0
52061,162.0,84.0,78.0,161.0,59.0,102.0
52062,93.0,55.0,38.0,162.0,92.0,70.0
52063,162.0,63.0,99.0,162.0,82.0,80.0
52064,162.0,86.0,76.0,162.0,67.0,95.0
52065,162.0,100.0,62.0,88.0,51.0,37.0
52066,161.0,68.0,93.0,163.0,88.0,75.0
52067,162.0,95.0,67.0,162.0,81.0,81.0
52068,162.0,75.0,87.0,,,
52069,162.0,89.0,73.0,162.0,97.0,65.0
52070,161.0,75.0,86.0,162.0,79.0,83.0
52071,162.0,74.0,88.0,,,
52072,162.0,74.0,88.0,162.0,72.0,90.0
52073,161.0,84.0,77.0,162.0,72.0,90.0
52074,161.0,86.0,75.0,161.0,97.0,64.0
52075,162.0,84.0,78.0,161.0,59.0,102.0
52076,93.0,55.0,38.0,162.0,92.0,70.0
52077,162.0,63.0,99.0,162.0,82.0,80.0
